LotFrontage,LotArea,Street,LotShape,Utilities,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,MiscVal,YrSold,SimplOverallQual,SimplOverallCond,SimplPoolQC,SimplGarageCond,SimplGarageQual,SimplFireplaceQu,SimplFunctional,SimplKitchenQual,SimplHeatingQC,SimplBsmtFinType1,SimplBsmtFinType2,SimplBsmtCond,SimplBsmtQual,SimplExterCond,SimplExterQual,OverallGrade,GarageGrade,ExterGrade,KitchenScore,FireplaceScore,GarageScore,PoolScore,SimplOverallGrade,SimplExterGrade,SimplPoolScore,SimplGarageScore,SimplFireplaceScore,SimplKitchenScore,TotalBath,AllSF,AllFlrsSF,AllPorchSF,HasMasVnr,BoughtOffPlan,MSSubClass_SC120,MSSubClass_SC160,MSSubClass_SC180,MSSubClass_SC190,MSSubClass_SC20,MSSubClass_SC30,MSSubClass_SC40,MSSubClass_SC45,MSSubClass_SC50,MSSubClass_SC60,MSSubClass_SC70,MSSubClass_SC75,MSSubClass_SC80,MSSubClass_SC85,MSSubClass_SC90,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Alley_1,Alley_2,Alley_None,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_ClyTile,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,CentralAir_N,CentralAir_Y,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_No,GarageFinish_Fin,GarageFinish_No,GarageFinish_RFn,GarageFinish_Unf,Fence_GdPrv,Fence_GdWo,Fence_MnPrv,Fence_MnWw,Fence_No,MiscFeature_Gar2,MiscFeature_No,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,MoSold_Apr,MoSold_Aug,MoSold_Dec,MoSold_Feb,MoSold_Jan,MoSold_Jul,MoSold_Jun,MoSold_Mar,MoSold_May,MoSold_Nov,MoSold_Oct,MoSold_Sep,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
50,9.606428318,1.098612289,1.386294361,1.609437912,1.386294361,7,1.791759469,7.604396349,7.604396349,3.33220451,1.609437912,1.386294361,1.609437912,1.386294361,0,1,0,0.693147181,0,7.421177529,7.421177529,1.791759469,7.421177529,0,0,7.421177529,0,0,2,0,3,0.693147181,4,2.079441542,2.197224577,0.693147181,4,7.604396349,3,690,1.386294361,1.386294361,1.098612289,4.976733742,4.110873864,0,0,0,0,0,0,2006,3,1.098612289,0,0.693147181,0.693147181,2,1.609437912,2,1.098612289,0.693147181,0.693147181,0.693147181,2,0.693147181,1.098612289,35,2.302585093,2.564949357,1.609437912,1.609437912,2070,0,6,1.098612289,0,6.538139824,1.098612289,2,2,8.114025442,7.421177529,4.110873864,1,0.693147181,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,8.728102205,1.098612289,1.386294361,1.609437912,1.386294361,5,1.945910149,7.584773078,7.584773078,4.33073334,1.386294361,1.386294361,1.386294361,1.386294361,0,6,6.396929655,0.693147181,0,5.627621114,6.776506992,1.386294361,6.805722553,0,0,6.805722553,0,0,1,0,3,0.693147181,3,1.945910149,2.197224577,0,0,7.584773078,1,288,1.386294361,1.386294361,1.098612289,0,0,0,0,0,0,0,0,2007,2,1.098612289,0,0.693147181,0.693147181,0,1.609437912,1,0.693147181,1.098612289,0.693147181,0.693147181,1,0.693147181,0.693147181,30,2.302585093,2.302585093,1.386294361,0,864,0,4,0.693147181,0,5.666426688,0,1,1,7.483806688,6.805722553,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
80,9.202409002,1.098612289,1.609437912,1.609437912,1.386294361,5,1.791759469,7.578145472,7.578145472,4.709530201,1.386294361,1.386294361,1.386294361,1.386294361,0,3,5.872117789,1.098612289,5.673323267,6.023447593,6.963189986,1.386294361,6.96979067,0,0,6.96979067,0.693147181,0,1,0,3,0.693147181,3,1.945910149,2.197224577,0,0,7.578145472,1,280,1.386294361,1.386294361,1.098612289,0,0,5.105945474,0,0,0,0,0,2010,2,1.098612289,0,0.693147181,0.693147181,0,1.609437912,1,0.693147181,0.693147181,0.693147181,0.693147181,1,0.693147181,0.693147181,25,2.302585093,2.302585093,1.386294361,0,840,0,4,0.693147181,0,5.638354669,0,1,2,7.659171368,6.96979067,5.105945474,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
116,9.510593102,1.098612289,1.386294361,1.609437912,1.386294361,8,1.791759469,7.604396349,7.604396349,5.342334252,1.609437912,1.386294361,1.609437912,1.386294361,0,6,4.158883083,0.693147181,0,7.353081921,7.392647521,1.791759469,7.400620577,0,0,7.400620577,0.693147181,0,2,0,3,0.693147181,4,2.197224577,2.197224577,0.693147181,4,7.604396349,3,865,1.386294361,1.386294361,1.098612289,0,4.110873864,0,0,0,0,0,0,2007,3,1.098612289,0,0.693147181,0.693147181,2,1.609437912,2,1.098612289,1.098612289,0.693147181,0.693147181,2,0.693147181,1.098612289,40,2.302585093,2.564949357,1.609437912,1.609437912,2595,0,6,1.098612289,0,6.763884909,1.098612289,2,3,8.089482474,7.400620577,4.110873864,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
86,9.350189267,1.098612289,1.386294361,1.609437912,1.386294361,7,2.079441542,7.568895663,7.594884387,0,1.609437912,1.386294361,1.609437912,1.386294361,0,3,5.411646052,0.693147181,0,6.678342115,6.925595197,1.609437912,6.928537818,6.945051064,0,7.629489916,0,0,1,0.693147181,3,0.693147181,4,1.945910149,2.197224577,0.693147181,4,7.568895663,1,180,1.098612289,1.386294361,1.098612289,0,0,0,0,5.777652323,0,0,0,2006,3,1.386294361,0,0.693147181,0.693147181,2,1.609437912,2,1.098612289,0.693147181,0.693147181,0.693147181,2,0.693147181,1.098612289,49,1.945910149,2.564949357,1.609437912,1.609437912,360,0,9,1.098612289,0,5.198497031,1.098612289,2,1.5,8.03106018,7.629489916,5.777652323,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,9.092232283,1.098612289,1.386294361,1.609437912,1.098612289,5,1.791759469,7.592870288,7.592870288,0,1.386294361,1.386294361,1.609437912,1.386294361,1.098612289,4,5.710427017,1.791759469,5.783825182,5.480638923,6.762729507,1.386294361,6.805722553,0,0,6.805722553,0.693147181,0,1,0,2,0.693147181,3,1.791759469,2.197224577,0,0,7.592870288,2,484,1.386294361,1.386294361,1.098612289,5.105945474,0,0,0,0,0,0,0,2006,2,1.098612289,0,0.693147181,0.693147181,0,1.609437912,1,0.693147181,1.098612289,1.098612289,0.693147181,2,0.693147181,0.693147181,25,2.302585093,2.302585093,1.386294361,0,1452,0,4,0.693147181,0,6.184148891,0,1,2,7.477038472,6.805722553,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
149,9.440658127,1.098612289,1.098612289,1.609437912,1.386294361,6,1.791759469,7.603897969,7.603897969,0,1.609437912,1.386294361,1.609437912,1.386294361,0,1,0,0.693147181,0,6.610696045,6.610696045,1.791759469,6.610696045,6.610696045,0,7.303170051,0,0,2,0.693147181,3,0.693147181,4,2.197224577,2.197224577,0.693147181,4,7.603897969,2,390,1.386294361,1.386294361,1.098612289,3.610917913,3.218875825,0,0,0,0,0,0,2009,2,1.098612289,0,0.693147181,0.693147181,2,1.609437912,2,1.098612289,0.693147181,0.693147181,0.693147181,2,0.693147181,1.098612289,30,2.302585093,2.564949357,1.609437912,1.609437912,1170,0,4,1.098612289,0,5.96870756,1.098612289,2,2.5,7.708410667,7.303170051,3.218875825,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
80,9.35884658,1.098612289,1.609437912,1.609437912,1.386294361,5,1.791759469,7.581209826,7.581209826,5.891644212,1.386294361,1.386294361,1.386294361,1.386294361,0,3,6.095824562,0.693147181,0,6.49677499,7.008505182,1.386294361,7.008505182,7.064759028,0,7.729735331,0,0,2,0,5,1.098612289,3,2.564949357,2.197224577,0,0,7.581209826,2,480,1.386294361,1.386294361,1.098612289,0,0,0,0,0,0,0,0,2010,2,1.098612289,0,0.693147181,0.693147181,0,1.609437912,1,0.693147181,0.693147181,0.693147181,0.693147181,1,0.693147181,0.693147181,25,2.302585093,2.302585093,1.945910149,0,1440,0,4,0.693147181,0,6.17586727,0,2,2,8.125630988,7.729735331,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,9.136370852,1.098612289,1.386294361,1.609437912,1.098612289,5,2.079441542,7.589841512,7.595889918,0,1.386294361,1.386294361,1.609437912,1.609437912,1.098612289,5,5.283203729,0.693147181,0,6.978213743,7.145984468,1.386294361,7.145984468,0,0,7.145984468,0,0,1,0.693147181,3,0.693147181,4,1.791759469,2.197224577,0,0,7.590346946,1,252,1.386294361,1.386294361,1.098612289,5.159055299,0,0,0,0,0,0,0,2009,2,1.386294361,0,0.693147181,0.693147181,0,1.609437912,2,0.693147181,1.098612289,0.693147181,1.098612289,2,0.693147181,0.693147181,35,2.302585093,2.302585093,1.609437912,0,756,0,6,0.693147181,0,5.533389489,0,2,1.5,7.83873756,7.145984468,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
51,8.719480761,1.098612289,1.609437912,1.609437912,1.386294361,5,2.079441542,7.563200592,7.576097341,0,1.386294361,1.386294361,1.386294361,1.386294361,0,3,6.194405391,0.693147181,0,5.634789603,6.64509097,1.386294361,6.923628628,0,0,6.923628628,0,0,1,0,3,0.693147181,3,1.945910149,2.079441542,0,0,7.563200592,1,450,1.386294361,1.386294361,1.098612289,0,0,4.727387819,0,4.795790546,0,0,6.431331082,2006,2,1.386294361,0,0.693147181,0.693147181,0,1.386294361,1,0.693147181,0.693147181,0.693147181,0.693147181,1,0.693147181,0.693147181,35,2.302585093,2.302585093,1.386294361,0,1350,0,6,0.693147181,0,6.11146734,0,1,1,7.486613313,6.923628628,5.451038454,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
82,8.743691111,1.098612289,1.609437912,1.609437912,1.386294361,5,1.945910149,7.575584652,7.576097341,0,1.386294361,1.386294361,1.386294361,1.386294361,0,4,5.65248918,0.693147181,0,6.576469569,6.909753282,1.386294361,6.909753282,6.909753282,0,7.602401336,0,0,2,0,4,1.098612289,3,2.197224577,2.197224577,0,0,7.575584652,3,871,1.386294361,1.386294361,1.098612289,0,0,0,0,0,0,0,0,2007,2,1.098612289,0,0.693147181,0.693147181,0,1.609437912,1,0.693147181,1.098612289,0.693147181,0.693147181,1,0.693147181,0.693147181,30,2.302585093,2.302585093,1.945910149,0,2613,0,4,0.693147181,0,6.770789424,0,2,2,8.007700013,7.602401336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
30,8.006700845,1.098612289,1.609437912,1.609437912,1.386294361,6,1.791759469,7.605890001,7.605890001,4.343805422,1.609437912,1.386294361,1.609437912,1.386294361,1.098612289,6,5.686975356,0.693147181,0,5.765191103,6.418364936,1.791759469,6.418364936,6.418364936,0,7.110696123,0,0,2,0.693147181,2,0.693147181,4,1.609437912,2.197224577,0,0,7.605890001,2,528,1.386294361,1.386294361,1.098612289,0,5.459585514,0,0,0,0,0,0,2009,2,1.098612289,0,0.693147181,0.693147181,0,1.609437912,2,1.098612289,1.098612289,0.693147181,0.693147181,2,0.693147181,1.098612289,30,2.302585093,2.564949357,1.609437912,0,1584,0,4,1.098612289,0,6.270988432,0,2,2.5,7.515889085,7.110696123,5.459585514,1,0.693147181,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
21,7.60190196,1.098612289,1.609437912,1.609437912,1.386294361,4,1.791759469,7.586296307,7.586296307,4.394449155,1.386294361,1.386294361,1.386294361,1.386294361,0,1,0,0.693147181,0,6.304448802,6.304448802,1.098612289,6.304448802,6.304448802,0,6.996681488,0,0,1,0.693147181,3,0.693147181,3,1.945910149,2.197224577,0,0,7.586296307,1,286,1.386294361,1.386294361,1.098612289,0,0,0,0,0,0,0,0,2007,2,1.098612289,0,0.693147181,0.693147181,0,1.609437912,1,0.693147181,0.693147181,0.693147181,0.693147181,1,0.693147181,0.693147181,20,2.302585093,2.302585093,1.386294361,0,858,0,4,0.693147181,0,5.659482216,0,1,1.5,7.401841579,6.996681488,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
50,9.105090961,1.098612289,1.609437912,1.609437912,1.386294361,2,1.386294361,7.575584652,7.576097341,0,1.386294361,1.386294361,1.386294361,1.386294361,1.098612289,4,3.931825633,0.693147181,0,6.06610809,6.17586727,1.386294361,6.17586727,0,0,6.17586727,0.693147181,0,0,0,1,0.693147181,3,1.609437912,2.197224577,0,0,7.580189418,1,308,1.386294361,1.386294361,1.098612289,0,0,0,0,0,0,0,0,2006,1,0.693147181,0,0.693147181,0.693147181,0,1.609437912,1,0.693147181,1.098612289,0.693147181,0.693147181,1,0.693147181,0.693147181,6,2.302585093,2.302585093,1.386294361,0,924,0,1,0.693147181,0,5.733341277,0,1,1,6.867974409,6.17586727,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
